2.1437,3.3518,0
1.7156,8.2323,0
3.3919,3.4446,0
3.1932,8.0068,0
1.3589,6.3017,0
1.8097,8.665,0
2.1956,5.2645,0
2.7885,6.2247,0
2.4916,2.7155,0
2.2475,9.7914,0
5.1998,3.0288,0
1.1263,6.5664,0
3.1205,4.9479,0
5.2264,4.6875,0
3.0216,3.5224,0
2.8433,4.1232,0
4.3867,5.9107,0
5.0781,4.0895,0
3.1698,5.4773,0
3.1054,3.1146,0
3.3204,2.5995,0
4.6675,8.5623,0
1.1951,3.2261,0
1.1943,1.882,0
3.7623,9.4668,0
2.1492,2.0208,0
6.0286,3.9017,0
4.2691,1.1522,0
3.1983,0.5283,0
1.0015,7.3849,0
3.7757,4.0418,0
1.9479,5.0147,0
1.984,7.8905,0
6.5599,0.84024,1
12.0313,9.2446,1
6.8952,9.8041,1
5.0003,1.471,1
7.9445,9.785,1
10.7823,2.752,1
7.7408,10.434,1
8.6186,17.0863,1
8.5753,17.4397,1
7.0431,19.2899,1
9.5635,0.80521,1
5.6866,6.0193,1
6.7265,7.8527,1
4.9966,2.3231,1
5.3667,2.5999,1
4.085,2.0766,1
12.0461,2.6353,1
3.7919,8.0534,1
10.592,2.4186,1
8.9854,6.6346,1
7.0712,6.1749,1
8.7816,5.4984,1
9.2865,19.0336,1
2.5683,9.8861,1
6.9831,10.3515,1
6.1497,10.3881,1
3.8069,8.168,1
8.0861,8.1336,1
5.0849,3.8682,1
11.6053,9.2022,1
10.6993,8.2003,1
7.828,7.848,1
12.5249,17.6015,1
7.9213,7.417,1
6.2875,18.9738,1
8.6119,1.6527,1
9.176,2.2429,1
2.6593,2.9881,1
6.7268,2.1201,1
8.7735,8.7427,1
7.3983,12.621,1
12.5232,11.4863,1
9.4478,5.6491,1
6.8957,19.6443,1
8.8391,5.5547,1
6.2218,11.6934,1
2.7629,12.9329,1
2.8521,15.2118,1
12.4677,6.5112,1
5.0151,2.4575,1
8.1086,8.789,1
6.1941,5.6757,1
9.4074,7.2566,1
8.0019,7.2855,1
8.0007,9.7101,1
8.01,12.6432,1
12.151,5.626,1
7.5736,9.5112,1
4.9663,9.2526,1
8.3706,6.8939,1
11.1797,14.7119,1
6.7005,10.5435,1
9.6757,2.4767,1
7.7418,1.6256,1
8.0176,7.44,1
9.284,13.9659,1
10.68,9.049,1
5.0436,3.1661,1
4.13,3.4309,1
4.2809,2.6996,1
7.1693,11.2123,1
7.358,7.3697,1
7.4786,8.9765,1
8.6554,7.4181,1
9.5042,4.3099,1
12.3515,7.2091,1
6.2222,11.6129,1
11.7069,2.914,1
5.9251,9.4188,1
7.9537,7.8132,1
7.0184,7.6673,1
13.1605,6.6086,1
8.4897,21.3642,1
8.2559,6.4758,1
8.1306,10.9004,1
7.1042,8.5622,1
9.2746,8.7202,1
4.71,6.7385,1
3.6985,15.8924,1
9.5409,5.18,1
10.7042,3.0666,1
7.8581,7.6212,1
7.4264,10.0587,1
7.6485,10.4009,1
8.4713,7.1579,1
11.5557,15.0392,1
7.581,11.4972,1
10.7262,1.1904,1
7.583,0.01489,1
4.4521,3.1115,1
7.3223,22.7602,1
7.9624,7.3205,1
12.5997,1.2476,1
6.0939,7.7023,1
5.4305,5.774,1
11.1506,0.68385,1
11.4678,2.9957,1
5.323,3.1669,1
7.2986,8.1964,1
11.1375,8.593,1
7.3927,16.3013,1
6.9872,6.7273,1
8.8766,3.8872,1
6.3778,5.8208,1
4.9247,19.8075,1
6.9355,9.8822,1
3.3097,5.0753,1
8.5942,11.7346,1
3.5487,12.8413,1
5.9194,11.3617,1
9.0291,16.9891,1
7.1146,15.9158,1
7.8812,15.7143,1
7.9509,8.2959,1
5.5505,6.0664,1
8.059,7.7351,1
7.9573,8.3474,1
10.047,3.0198,1
8.097,0.10148,1
5.3903,20.7577,1
7.7633,19.5947,1
7.9041,5.6045,1
4.555,11.571,1
6.285,18.359,1
8.7562,6.6917,1
6.8119,0.26254,1
8.2381,5.9359,1
7.7058,15.0085,1
4.4014,0.44036,1
9.7519,16.2445,1
8.1532,8.5405,1
7.8099,6.9215,1
8.5654,14.9245,1
8.2194,1.6363,1
13.4235,14.0653,1
8.2021,16.1812,1
4.5555,19.2154,1
7.4907,6.9778,1
7.1395,9.3113,1
6.3429,4.2954,1
4.2616,12.2676,1
2.9241,15.4083,1
7.9336,7.2392,1
8.3884,7.0469,1
7.9626,9.2122,1
11.9981,9.9351,1
4.5824,2.7783,1
8.1909,7.0567,1
8.6359,0.74364,1
6.6487,8.5295,1
11.2343,4.1793,1
8.1122,14.0262,1
5.8834,13.6372,1
10.9856,6.3141,1
4.5059,9.72,1
5.8406,6.8668,1
8.6351,8.5608,1
5.3736,1.6546,1
6.3921,1.1857,1
8.1821,0.40483,1
7.6193,6.1172,1
7.0978,12.2834,1
11.044,7.2483,1
3.5398,7.1388,1
9.7897,1.9301,1
4.6276,14.5798,1
5.5013,8.7147,1
7.4101,0.56794,1
6.6548,6.1723,1
8.6304,17.02,1
8.5633,17.2389,1
4.6701,18.6797,1
5.7165,0.91328,1
4.2814,3.6819,1
13.218,12.4336,1
8.0233,7.9973,1
3.7368,17.0622,1
7.5624,11.4364,1
8.0909,22.7604,1
12.0242,11.2947,1
3.8784,4.3476,1
4.5545,2.2951,1
8.6104,14.421,1
8.8702,22.5873,1
12.293,12.7635,1
4.8162,5.5817,1
7.2975,10.4028,1
10.9658,10.9009,1
7.6459,6.8287,1
10.6112,6.8858,1
